"";"ATIVO";"VALOR";"DATA"
"324";"TAEE11";0,560366785532351;2014-03-30
"325";"TAEE11";-1,30718954248367;2014-03-30
"326";"GRND3";0,224592925322864;2014-03-30
"327";"GRND3";-1,00055586436909;2014-03-30
"328";"GRND3";1,46644106034968;2014-03-30
"329";"GRND3";0,624290578887621;2014-03-30
"330";"GRND3";-1,8384401114206;2014-03-30
"331";"ITUB4";-1,40620854338021;2014-03-30
"332";"ITUB4";-2,66012396694215;2014-03-30
"333";"ITUB4";1,86792949223888;2014-03-30
"334";"ITUB4";0,982996811902215;2014-03-30
"335";"ITUB4";-0,686015831134557;2014-03-30
"336";"ETER3";-1,19760479041916;2014-03-30
"337";"ETER3";-1,47492625368733;2014-03-30
"338";"ETER3";1,49700598802396;2014-03-30
"339";"ETER3";7,05128205128205;2014-03-30
"340";"ETER3";-7,69230769230769;2014-03-30
"341";"ELET6";-1,77267987486965;2014-03-30
"342";"ELET6";-0,724637681159424;2014-03-30
"343";"ELET6";0,415800415800427;2014-03-30
"344";"ELET6";0;2014-03-30
"345";"ELET6";-3,8961038961039;2014-03-30
"346";"HGTX3";4,4776119402985;2014-03-30
"347";"HGTX3";1,90114068441065;2014-03-30
"348";"HGTX3";3,21821036106751;2014-03-30
"349";"HGTX3";-2,67379679144385;2014-03-30
"350";"HGTX3";-4,10256410256411;2014-03-30
"351";"VALE5";-0,53003533568905;2014-03-30
"352";"VALE5";-4,55311973018549;2014-03-30
"353";"VALE5";-0,503355704697983;2014-03-30
"354";"VALE5";-0,831946755407664;2014-03-30
"355";"VALE5";-2,64578833693304;2014-03-30
"356";"HBOR3";0;2014-03-30
"357";"HBOR3";-2,54545454545454;2014-03-30
"358";"HBOR3";-0,722021660649819;2014-03-30
"359";"HBOR3";1,09489051094889;2014-03-30
"360";"HBOR3";0;2014-03-30
"361";"ALUP11";-0,28441410693969;2014-06-02
"362";"ALUP11";1,61849710982658;2014-06-02
"363";"ALUP11";-2,4802705749718;2014-06-02
"364";"ALUP11";1,83696900114809;2014-06-02
"365";"ALUP11";-1,52628603730921;2014-06-02
"366";"TAEE11";-1,93740685543965;2014-06-02
"367";"TAEE11";0,149253731343268;2014-06-02
"368";"TAEE11";1,82370820668694;2014-06-02
"369";"TAEE11";0,560366785532351;2014-06-02
"370";"TAEE11";-1,30718954248367;2014-06-02
"371";"GRND3";0,224592925322864;2014-06-02
"372";"GRND3";-1,00055586436909;2014-06-02
"373";"GRND3";1,46644106034968;2014-06-02
"374";"GRND3";0,624290578887621;2014-06-02
"375";"GRND3";-1,8384401114206;2014-06-02
"376";"ITUB4";-1,40620854338021;2014-06-02
"377";"ITUB4";-2,66012396694215;2014-06-02
"378";"ITUB4";1,86792949223888;2014-06-02
"379";"ITUB4";0,982996811902215;2014-06-02
"380";"ITUB4";-0,686015831134557;2014-06-02
"381";"ETER3";-1,19760479041916;2014-06-02
"382";"ETER3";-1,47492625368733;2014-06-02
"383";"ETER3";1,49700598802396;2014-06-02
"384";"ETER3";7,05128205128205;2014-06-02
"385";"ETER3";-7,69230769230769;2014-06-02
"386";"ELET6";-1,77267987486965;2014-06-02
"387";"ELET6";-0,724637681159424;2014-06-02
"388";"ELET6";0,415800415800427;2014-06-02
"389";"ELET6";0;2014-06-02
"390";"ELET6";-3,8961038961039;2014-06-02
"391";"HGTX3";4,4776119402985;2014-06-02
"392";"HGTX3";1,90114068441065;2014-06-02
"393";"HGTX3";3,21821036106751;2014-06-02
"394";"HGTX3";-2,67379679144385;2014-06-02
"395";"HGTX3";-4,10256410256411;2014-06-02
"396";"VALE5";-0,53003533568905;2014-06-02
"397";"VALE5";-4,55311973018549;2014-06-02
"398";"VALE5";-0,503355704697983;2014-06-02
"399";"VALE5";-0,831946755407664;2014-06-02
"400";"VALE5";-2,64578833693304;2014-06-02
"401";"HBOR3";0;2014-06-02
"402";"HBOR3";-2,54545454545454;2014-06-02
"403";"HBOR3";-0,722021660649819;2014-06-02
"404";"HBOR3";1,09489051094889;2014-06-02
"405";"HBOR3";0;2014-06-02
"406";"ALUP11";-0,28441410693969;2014-06-03
"407";"ALUP11";1,61849710982658;2014-06-03
"408";"ALUP11";-2,4802705749718;2014-06-03
"409";"ALUP11";1,83696900114809;2014-06-03
"410";"ALUP11";-1,52628603730921;2014-06-03
"411";"TAEE11";-1,93740685543965;2014-06-03
"412";"TAEE11";0,149253731343268;2014-06-03
"413";"TAEE11";1,82370820668694;2014-06-03
"414";"TAEE11";0,560366785532351;2014-06-03
"415";"TAEE11";-1,30718954248367;2014-06-03
"416";"GRND3";0,224592925322864;2014-06-03
"417";"GRND3";-1,00055586436909;2014-06-03
"418";"GRND3";1,46644106034968;2014-06-03
"419";"GRND3";0,624290578887621;2014-06-03
"420";"GRND3";-1,8384401114206;2014-06-03
"421";"ITUB4";-1,40620854338021;2014-06-03
"422";"ITUB4";-2,66012396694215;2014-06-03
"423";"ITUB4";1,86792949223888;2014-06-03
"424";"ITUB4";0,982996811902215;2014-06-03
"425";"ITUB4";-0,686015831134557;2014-06-03
"426";"ETER3";-1,19760479041916;2014-06-03
"427";"ETER3";-1,47492625368733;2014-06-03
"428";"ETER3";1,49700598802396;2014-06-03
"429";"ETER3";7,05128205128205;2014-06-03
"430";"ETER3";-7,69230769230769;2014-06-03
"431";"ELET6";-1,77267987486965;2014-06-03
"432";"ELET6";-0,724637681159424;2014-06-03
"433";"ELET6";0,415800415800427;2014-06-03
"434";"ELET6";0;2014-06-03
"435";"ELET6";-3,8961038961039;2014-06-03
"436";"HGTX3";4,4776119402985;2014-06-03
"437";"HGTX3";1,90114068441065;2014-06-03
"438";"HGTX3";3,21821036106751;2014-06-03
"439";"HGTX3";-2,67379679144385;2014-06-03
"440";"HGTX3";-4,10256410256411;2014-06-03
"441";"VALE5";-0,53003533568905;2014-06-03
"442";"VALE5";-4,55311973018549;2014-06-03
"443";"VALE5";-0,503355704697983;2014-06-03
"444";"VALE5";-0,831946755407664;2014-06-03
"445";"VALE5";-2,64578833693304;2014-06-03
"446";"HBOR3";0;2014-06-03
"447";"HBOR3";-2,54545454545454;2014-06-03
"448";"HBOR3";-0,722021660649819;2014-06-03
"449";"HBOR3";1,09489051094889;2014-06-03
"450";"HBOR3";0;2014-06-03
"451";"ALUP11";-0,28441410693969;2014-06-04
"452";"ALUP11";1,61849710982658;2014-06-04
